Seecod;Cousig;Grccod;Counbrcdt;Locnbrpla;Pernum;Loccod;Grccodtypgrpcou;Coufrqlab;Grccodprt;Remcodtypcou;Couabgitt;Grcnbrpladis;Perjousem;Perhredeb
BA;CIV3504;01;3,00;65;23;L-2708;C;B;;TL;STRUCTURES EN BETON ARME;65;MAR;1030
BA;CIV3504;01;3,00;65;24;L-2708;C;B;;TL;STRUCTURES EN BETON ARME;65;MAR;1130
BA;CIV3504;01;3,00;65;35;L-2708;L;B;P;TL;STRUCTURES EN BETON ARME;65;MER;1245
BA;CIV3504;01;3,00;65;36;L-2708;L;B;P;TL;STRUCTURES EN BETON ARME;65;MER;1345
BA;CIV3504;01;3,00;65;37;L-2708;L;B;P;TL;STRUCTURES EN BETON ARME;65;MER;1445
BA;CIV3930;01;3,00;55;35;A-526;C;H;;TL;PROJET DE CARACT. GPS ET GIS;45;MER;1245
BA;CIV3930;01;3,00;55;36;A-526;C;H;;TL;PROJET DE CARACT. GPS ET GIS;45;MER;1345
BA;CIV3930;01;3,00;50;41;L-6615;L;H;;TL;PROJET DE CARACT. GPS ET GIS;45;JEU;0830
BA;CIV3930;01;3,00;50;42;L-6615;L;H;;TL;PROJET DE CARACT. GPS ET GIS;45;JEU;0930
BA;CIV3930;01;3,00;50;43;L-6615;L;H;;TL;PROJET DE CARACT. GPS ET GIS;45;JEU;1030
BA;CIV3930;02;3,00;50;15;C-624;C;H;;TL;PROJET DE CARACT. GPS ET GIS;45;LUN;1245
BA;CIV3930;02;3,00;50;16;C-624;C;H;;TL;PROJET DE CARACT. GPS ET GIS;45;LUN;1345
BA;CIV3930;02;3,00;60;31;L-6614;L;H;;TL;PROJET DE CARACT. GPS ET GIS;45;MER;0830
BA;CIV3930;02;3,00;60;32;L-6614;L;H;;TL;PROJET DE CARACT. GPS ET GIS;45;MER;0930
BA;CIV3930;02;3,00;60;33;L-6614;L;H;;TL;PROJET DE CARACT. GPS ET GIS;45;MER;1030
BA;CIV4810;01;3,00;999;5A;DEPART.;C;A;;T;PROJET EN LABORATOIRE;100;VEN;1745
BA;ELE1001;01;4,00;45;15;L-5655;C;H;;TL;TRAVAIL EN EQUIPE ET PROJET;40;LUN;1245
BA;ELE1001;01;4,00;45;16;L-5655;C;H;;TL;TRAVAIL EN EQUIPE ET PROJET;40;LUN;1345
BA;ELE1001;01;4,00;45;51;L-5655;C;H;;TL;TRAVAIL EN EQUIPE ET PROJET;40;VEN;0830
BA;ELE1001;01;4,00;45;52;L-5655;C;H;;TL;TRAVAIL EN EQUIPE ET PROJET;40;VEN;0930
BA;ELE1001;01;4,00;50;57;M-2101;L;H;;TL;TRAVAIL EN EQUIPE ET PROJET;40;VEN;1445
BA;ELE1001;01;4,00;50;58;M-2101;L;H;;TL;TRAVAIL EN EQUIPE ET PROJET;40;VEN;1545
BA;ELE1001;01;4,00;50;59;M-2101;L;H;;TL;TRAVAIL EN EQUIPE ET PROJET;40;VEN;1645
BA;ELE1001;02;4,00;45;25;L-5655;C;H;;TL;TRAVAIL EN EQUIPE ET PROJET;40;MAR;1245
BA;ELE1001;02;4,00;45;26;L-5655;C;H;;TL;TRAVAIL EN EQUIPE ET PROJET;40;MAR;1345
BA;ELE1001;02;4,00;45;55;L-5655;C;H;;TL;TRAVAIL EN EQUIPE ET PROJET;40;VEN;1245
BA;ELE1001;02;4,00;45;56;L-5655;C;H;;TL;TRAVAIL EN EQUIPE ET PROJET;40;VEN;1345
BA;ELE1001;02;4,00;50;31;M-2103;L;H;;TL;TRAVAIL EN EQUIPE ET PROJET;40;MER;0830
BA;ELE1001;02;4,00;50;32;M-2103;L;H;;TL;TRAVAIL EN EQUIPE ET PROJET;40;MER;0930
BA;ELE1001;02;4,00;50;33;M-2103;L;H;;TL;TRAVAIL EN EQUIPE ET PROJET;40;MER;1030
BA;ELE1001;03;4,00;45;21;L-5655;C;H;;TL;TRAVAIL EN EQUIPE ET PROJET;40;MAR;0830
BA;ELE1001;03;4,00;45;22;L-5655;C;H;;TL;TRAVAIL EN EQUIPE ET PROJET;40;MAR;0930
BA;ELE1001;03;4,00;45;41;L-5655;C;H;;TL;TRAVAIL EN EQUIPE ET PROJET;40;JEU;0830
BA;ELE1001;03;4,00;45;42;L-5655;C;H;;TL;TRAVAIL EN EQUIPE ET PROJET;40;JEU;0930
BA;ELE1001;03;4,00;77;15;A-410;L;H;;TL;TRAVAIL EN EQUIPE ET PROJET;40;LUN;1245
BA;ELE1001;03;4,00;77;16;A-410;L;H;;TL;TRAVAIL EN EQUIPE ET PROJET;40;LUN;1345
BA;ELE1001;03;4,00;77;17;A-410;L;H;;TL;TRAVAIL EN EQUIPE ET PROJET;40;LUN;1445
BA;ELE1001;04;4,00;45;23;L-5655;C;H;;TL;TRAVAIL EN EQUIPE ET PROJET;40;MAR;1030
BA;ELE1001;04;4,00;45;24;L-5655;C;H;;TL;TRAVAIL EN EQUIPE ET PROJET;40;MAR;1130
BA;ELE1001;04;4,00;45;43;L-5655;C;H;;TL;TRAVAIL EN EQUIPE ET PROJET;40;JEU;1030
BA;ELE1001;04;4,00;45;44;L-5655;C;H;;TL;TRAVAIL EN EQUIPE ET PROJET;40;JEU;1130
BA;ELE1001;04;4,00;80;15;B-512;L;H;;TL;TRAVAIL EN EQUIPE ET PROJET;40;LUN;1245
BA;ELE1001;04;4,00;80;16;B-512;L;H;;TL;TRAVAIL EN EQUIPE ET PROJET;40;LUN;1345
BA;ELE1001;04;4,00;80;17;B-512;L;H;;TL;TRAVAIL EN EQUIPE ET PROJET;40;LUN;1445
BA;ELE1010;01;0,00;999;5B;DEPART.;C;A;;T;SANTE SECURITE LABORAT. D'ENS.;500;VEN;1845
BA;ELE1300;01;3,00;98;11;B-311;C;B;;TLS;CIRCUITS LOGIQUES;90;LUN;0830
BA;ELE1300;01;3,00;98;12;B-311;C;B;;TLS;CIRCUITS LOGIQUES;90;LUN;0930
BA;ELE1300;01;3,00;98;13;B-311;C;B;;TLS;CIRCUITS LOGIQUES;90;LUN;1030
BA;ELE1300;01;3,00;44;31;L-5906;L;B;I;TLS;CIRCUITS LOGIQUES;30;MER;0830
BA;ELE1300;01;3,00;44;32;L-5906;L;B;I;TLS;CIRCUITS LOGIQUES;30;MER;0930
BA;ELE1300;01;3,00;44;33;L-5906;L;B;I;TLS;CIRCUITS LOGIQUES;30;MER;1030
BA;ELE1300;02;3,00;100;51;M-1020;C;B;;TLS;CIRCUITS LOGIQUES;90;VEN;0830
BA;ELE1300;02;3,00;100;52;M-1020;C;B;;TLS;CIRCUITS LOGIQUES;90;VEN;0930
BA;ELE1300;02;3,00;100;53;M-1020;C;B;;TLS;CIRCUITS LOGIQUES;90;VEN;1030
BA;ELE1300;02;3,00;44;31;L-5906;L;B;P;TLS;CIRCUITS LOGIQUES;30;MER;0830
BA;ELE1300;02;3,00;44;32;L-5906;L;B;P;TLS;CIRCUITS LOGIQUES;30;MER;0930
BA;ELE1300;02;3,00;44;33;L-5906;L;B;P;TLS;CIRCUITS LOGIQUES;30;MER;1030
BA;ELE1300;03;3,00;44;42;L-5906;L;B;I;TLS;CIRCUITS LOGIQUES;30;JEU;0930
BA;ELE1300;03;3,00;44;43;L-5906;L;B;I;TLS;CIRCUITS LOGIQUES;30;JEU;1030
BA;ELE1300;03;3,00;44;44;L-5906;L;B;I;TLS;CIRCUITS LOGIQUES;30;JEU;1130
BA;ELE1300;04;3,00;44;42;L-5906;L;B;P;TLS;CIRCUITS LOGIQUES;30;JEU;0930
BA;ELE1300;04;3,00;44;43;L-5906;L;B;P;TLS;CIRCUITS LOGIQUES;30;JEU;1030
BA;ELE1300;04;3,00;44;44;L-5906;L;B;P;TLS;CIRCUITS LOGIQUES;30;JEU;1130
BA;ELE1300;05;3,00;44;37;L-5906;L;B;I;TLS;CIRCUITS LOGIQUES;30;MER;1445
BA;ELE1300;05;3,00;44;38;L-5906;L;B;I;TLS;CIRCUITS LOGIQUES;30;MER;1545
BA;ELE1300;05;3,00;44;39;L-5906;L;B;I;TLS;CIRCUITS LOGIQUES;30;MER;1645
BA;ELE1300;06;3,00;44;37;L-5906;L;B;P;TLS;CIRCUITS LOGIQUES;30;MER;1445
BA;ELE1300;06;3,00;44;38;L-5906;L;B;P;TLS;CIRCUITS LOGIQUES;30;MER;1545
BA;ELE1300;06;3,00;44;39;L-5906;L;B;P;TLS;CIRCUITS LOGIQUES;30;MER;1645
BA;ELE1403;01;3,00;120;41;M-1510;C;B;;TLS;ELEM. ELECTROTECHN ET ELECTRON;112;JEU;0830
BA;ELE1403;01;3,00;120;42;M-1510;C;B;;TLS;ELEM. ELECTROTECHN ET ELECTRON;112;JEU;0930
BA;ELE1403;01;3,00;120;43;M-1510;C;B;;TLS;ELEM. ELECTROTECHN ET ELECTRON;112;JEU;1030
BA;ELE1403;01;3,00;45;37;A-236;L;B;I;TLS;ELEM. ELECTROTECHN ET ELECTRON;43;MER;1445
BA;ELE1403;01;3,00;45;38;A-236;L;B;I;TLS;ELEM. ELECTROTECHN ET ELECTRON;43;MER;1545
BA;ELE1403;01;3,00;45;39;A-236;L;B;I;TLS;ELEM. ELECTROTECHN ET ELECTRON;43;MER;1645
BA;ELE1403;02;3,00;186;51;A-416;C;B;;TLS;ELEM. ELECTROTECHN ET ELECTRON;120;VEN;0830
BA;ELE1403;02;3,00;186;52;A-416;C;B;;TLS;ELEM. ELECTROTECHN ET ELECTRON;120;VEN;0930
BA;ELE1403;02;3,00;186;53;A-416;C;B;;TLS;ELEM. ELECTROTECHN ET ELECTRON;120;VEN;1030
BA;ELE1403;02;3,00;45;37;A-236;L;B;P;TLS;ELEM. ELECTROTECHN ET ELECTRON;43;MER;1445
BA;ELE1403;02;3,00;45;38;A-236;L;B;P;TLS;ELEM. ELECTROTECHN ET ELECTRON;43;MER;1545
BA;ELE1403;02;3,00;45;39;A-236;L;B;P;TLS;ELEM. ELECTROTECHN ET ELECTRON;43;MER;1645
BA;ELE1403;03;3,00;150;57;M-1010;C;B;;TLS;ELEM. ELECTROTECHN ET ELECTRON;120;VEN;1445
BA;ELE1403;03;3,00;150;58;M-1010;C;B;;TLS;ELEM. ELECTROTECHN ET ELECTRON;120;VEN;1545
BA;ELE1403;03;3,00;150;59;M-1010;C;B;;TLS;ELEM. ELECTROTECHN ET ELECTRON;120;VEN;1645
BA;ELE1403;03;3,00;45;17;A-236;L;B;I;TLS;ELEM. ELECTROTECHN ET ELECTRON;43;LUN;1445
BA;ELE1403;03;3,00;45;18;A-236;L;B;I;TLS;ELEM. ELECTROTECHN ET ELECTRON;43;LUN;1545
BA;ELE1403;03;3,00;45;19;A-236;L;B;I;TLS;ELEM. ELECTROTECHN ET ELECTRON;43;LUN;1645
BA;ELE1403;04;3,00;45;17;A-236;L;B;P;TLS;ELEM. ELECTROTECHN ET ELECTRON;43;LUN;1445
BA;ELE1403;04;3,00;45;18;A-236;L;B;P;TLS;ELEM. ELECTROTECHN ET ELECTRON;43;LUN;1545
BA;ELE1403;04;3,00;45;19;A-236;L;B;P;TLS;ELEM. ELECTROTECHN ET ELECTRON;43;LUN;1645
BA;ELE1403;05;3,00;45;25;A-236;L;B;I;TLS;ELEM. ELECTROTECHN ET ELECTRON;43;MAR;1245
BA;ELE1403;05;3,00;45;26;A-236;L;B;I;TLS;ELEM. ELECTROTECHN ET ELECTRON;43;MAR;1345
BA;ELE1403;05;3,00;45;27;A-236;L;B;I;TLS;ELEM. ELECTROTECHN ET ELECTRON;43;MAR;1445
BA;ELE1403;06;3,00;45;25;A-236;L;B;P;TLS;ELEM. ELECTROTECHN ET ELECTRON;43;MAR;1245
BA;ELE1403;06;3,00;45;26;A-236;L;B;P;TLS;ELEM. ELECTROTECHN ET ELECTRON;43;MAR;1345
BA;ELE1403;06;3,00;45;27;A-236;L;B;P;TLS;ELEM. ELECTROTECHN ET ELECTRON;43;MAR;1445
BA;ELE1403;07;3,00;45;21;A-236;L;B;I;TLS;ELEM. ELECTROTECHN ET ELECTRON;43;MAR;0830
BA;ELE1403;07;3,00;45;22;A-236;L;B;I;TLS;ELEM. ELECTROTECHN ET ELECTRON;43;MAR;0930
BA;ELE1403;07;3,00;45;23;A-236;L;B;I;TLS;ELEM. ELECTROTECHN ET ELECTRON;43;MAR;1030
BA;ELE1403;08;3,00;45;31;A-236;L;B;I;TLS;ELEM. ELECTROTECHN ET ELECTRON;43;MER;0830
BA;ELE1403;08;3,00;45;32;A-236;L;B;I;TLS;ELEM. ELECTROTECHN ET ELECTRON;43;MER;0930
BA;ELE1403;08;3,00;45;33;A-236;L;B;I;TLS;ELEM. ELECTROTECHN ET ELECTRON;43;MER;1030
BA;ELE1600A;01;3,00;60;15;M-2401;C;B;;TLS;CIRCUITS ELECTRIQUES;60;LUN;1245
BA;ELE1600A;01;3,00;60;16;M-2401;C;B;;TLS;CIRCUITS ELECTRIQUES;60;LUN;1345
BA;ELE1600A;01;3,00;60;17;M-2401;C;B;;TLS;CIRCUITS ELECTRIQUES;60;LUN;1445
BA;ELE1600A;01;3,00;70;25;L-5654;L;B;I;TLS;CIRCUITS ELECTRIQUES;30;MAR;1245
BA;ELE1600A;01;3,00;70;26;L-5654;L;B;I;TLS;CIRCUITS ELECTRIQUES;30;MAR;1345
BA;ELE1600A;01;3,00;70;27;L-5654;L;B;I;TLS;CIRCUITS ELECTRIQUES;30;MAR;1445
BA;ELE1600A;02;3,00;70;25;L-5654;L;B;P;TLS;CIRCUITS ELECTRIQUES;30;MAR;1245
BA;ELE1600A;02;3,00;70;26;L-5654;L;B;P;TLS;CIRCUITS ELECTRIQUES;30;MAR;1345
BA;ELE1600A;02;3,00;70;27;L-5654;L;B;P;TLS;CIRCUITS ELECTRIQUES;30;MAR;1445
BA;ELE2003;01;3,00;186;24;A-416;C;H;;TLS;PROJETS CIRCUITS ELECTRONIQUES;120;MAR;1130
BA;ELE2003;01;3,00;70;35;L-5654;L;H;;TLS;PROJETS CIRCUITS ELECTRONIQUES;30;MER;1245
BA;ELE2003;01;3,00;70;36;L-5654;L;H;;TLS;PROJETS CIRCUITS ELECTRONIQUES;30;MER;1345
BA;ELE2003;01;3,00;70;37;L-5654;L;H;;TLS;PROJETS CIRCUITS ELECTRONIQUES;30;MER;1445
BA;ELE2003;01;3,00;70;38;L-5654;L;H;;TLS;PROJETS CIRCUITS ELECTRONIQUES;30;MER;1545
BA;ELE2003;02;3,00;70;51;L-5654;L;H;;TLS;PROJETS CIRCUITS ELECTRONIQUES;30;VEN;0830
BA;ELE2003;02;3,00;70;52;L-5654;L;H;;TLS;PROJETS CIRCUITS ELECTRONIQUES;30;VEN;0930
BA;ELE2003;02;3,00;70;53;L-5654;L;H;;TLS;PROJETS CIRCUITS ELECTRONIQUES;30;VEN;1030
BA;ELE2003;02;3,00;70;54;L-5654;L;H;;TLS;PROJETS CIRCUITS ELECTRONIQUES;30;VEN;1130
BA;ELE2003;03;3,00;70;46;L-5654;L;H;;TLS;PROJETS CIRCUITS ELECTRONIQUES;30;JEU;1345
BA;ELE2003;03;3,00;70;47;L-5654;L;H;;TLS;PROJETS CIRCUITS ELECTRONIQUES;30;JEU;1445
BA;ELE2003;03;3,00;70;48;L-5654;L;H;;TLS;PROJETS CIRCUITS ELECTRONIQUES;30;JEU;1545
BA;ELE2003;03;3,00;70;49;L-5654;L;H;;TLS;PROJETS CIRCUITS ELECTRONIQUES;30;JEU;1645
BA;ELE2003;04;3,00;70;56;L-5654;L;H;;TLS;PROJETS CIRCUITS ELECTRONIQUES;30;VEN;1345
BA;ELE2003;04;3,00;70;57;L-5654;L;H;;TLS;PROJETS CIRCUITS ELECTRONIQUES;30;VEN;1445
BA;ELE2003;04;3,00;70;58;L-5654;L;H;;TLS;PROJETS CIRCUITS ELECTRONIQUES;30;VEN;1545
BA;ELE2003;04;3,00;70;59;L-5654;L;H;;TLS;PROJETS CIRCUITS ELECTRONIQUES;30;VEN;1645
BA;ELE2307;01;3,00;120;13;M-1510;C;B;;TLS;THERMO STATIST.SEMICONDUCTEURS;120;LUN;1030
BA;ELE2307;01;3,00;120;14;M-1510;C;B;;TLS;THERMO STATIST.SEMICONDUCTEURS;120;LUN;1130
BA;ELE2307;01;3,00;120;44;M-1510;C;B;;TLS;THERMO STATIST.SEMICONDUCTEURS;120;JEU;1130
BA;ELE2307;01;3,00;60;37;L-6624;L;B;I;TLS;THERMO STATIST.SEMICONDUCTEURS;30;MER;1445
BA;ELE2307;01;3,00;60;38;L-6624;L;B;I;TLS;THERMO STATIST.SEMICONDUCTEURS;30;MER;1545
BA;ELE2307;01;3,00;60;39;L-6624;L;B;I;TLS;THERMO STATIST.SEMICONDUCTEURS;30;MER;1645
BA;ELE2307;02;3,00;60;37;L-6624;L;B;P;TLS;THERMO STATIST.SEMICONDUCTEURS;30;MER;1445
BA;ELE2307;02;3,00;60;38;L-6624;L;B;P;TLS;THERMO STATIST.SEMICONDUCTEURS;30;MER;1545
BA;ELE2307;02;3,00;60;39;L-6624;L;B;P;TLS;THERMO STATIST.SEMICONDUCTEURS;30;MER;1645
BA;ELE2307;03;3,00;60;41;L-6614;L;B;I;TLS;THERMO STATIST.SEMICONDUCTEURS;30;JEU;0830
BA;ELE2307;03;3,00;60;42;L-6614;L;B;I;TLS;THERMO STATIST.SEMICONDUCTEURS;30;JEU;0930
BA;ELE2307;03;3,00;60;43;L-6614;L;B;I;TLS;THERMO STATIST.SEMICONDUCTEURS;30;JEU;1030
BA;ELE2307;04;3,00;60;41;L-6614;L;B;P;TLS;THERMO STATIST.SEMICONDUCTEURS;30;JEU;0830
BA;ELE2307;04;3,00;60;42;L-6614;L;B;P;TLS;THERMO STATIST.SEMICONDUCTEURS;30;JEU;0930
BA;ELE2307;04;3,00;60;43;L-6614;L;B;P;TLS;THERMO STATIST.SEMICONDUCTEURS;30;JEU;1030
BA;ELE2611;01;3,00;120;11;M-1510;C;A;;T;CIRCUITS ACTIFS;120;LUN;0830
BA;ELE2611;01;3,00;120;12;M-1510;C;A;;T;CIRCUITS ACTIFS;120;LUN;0930
BA;ELE2611;01;3,00;125;25;B-316.1;C;A;;T;CIRCUITS ACTIFS;120;MAR;1245
BA;ELE2611;01;3,00;125;26;B-316.1;C;A;;T;CIRCUITS ACTIFS;120;MAR;1345
BA;ELE2700;01;3,00;120;15;M-1510;C;B;;TLS;ANALYSE DES SIGNAUX;120;LUN;1245
BA;ELE2700;01;3,00;120;16;M-1510;C;B;;TLS;ANALYSE DES SIGNAUX;120;LUN;1345
BA;ELE2700;01;3,00;120;17;M-1510;C;B;;TLS;ANALYSE DES SIGNAUX;120;LUN;1445
BA;ELE2700;01;3,00;50;31;M-5505;L;B;I;TLS;ANALYSE DES SIGNAUX;30;MER;0830
BA;ELE2700;01;3,00;50;32;M-5505;L;B;I;TLS;ANALYSE DES SIGNAUX;30;MER;0930
BA;ELE2700;01;3,00;50;33;M-5505;L;B;I;TLS;ANALYSE DES SIGNAUX;30;MER;1030
BA;ELE2700;02;3,00;50;31;M-5505;L;B;P;TLS;ANALYSE DES SIGNAUX;30;MER;0830
BA;ELE2700;02;3,00;50;32;M-5505;L;B;P;TLS;ANALYSE DES SIGNAUX;30;MER;0930
BA;ELE2700;02;3,00;50;33;M-5505;L;B;P;TLS;ANALYSE DES SIGNAUX;30;MER;1030
BA;ELE2700;03;3,00;50;51;M-5505;L;B;I;TLS;ANALYSE DES SIGNAUX;30;VEN;0830
BA;ELE2700;03;3,00;50;52;M-5505;L;B;I;TLS;ANALYSE DES SIGNAUX;30;VEN;0930
BA;ELE2700;03;3,00;50;53;M-5505;L;B;I;TLS;ANALYSE DES SIGNAUX;30;VEN;1030
BA;ELE2700;04;3,00;50;51;M-5505;L;B;P;TLS;ANALYSE DES SIGNAUX;30;VEN;0830
BA;ELE2700;04;3,00;50;52;M-5505;L;B;P;TLS;ANALYSE DES SIGNAUX;30;VEN;0930
BA;ELE2700;04;3,00;50;53;M-5505;L;B;P;TLS;ANALYSE DES SIGNAUX;30;VEN;1030
BA;ELE3000;01;3,00;60;18;M-2401;C;A;;T;PROJET PERS. GENIE ELECTRIQUE;30;LUN;1545
BA;ELE3000;01;3,00;40;19;L-5656;C;A;;T;PROJET PERS. GENIE ELECTRIQUE;30;LUN;1645
BA;ELE3005;01;1,00;500;5A;INTERNET;C;A;;T;COMMUNICATION ECRITE ET ORALE;200;VEN;1745
BA;ELE3005A;01;0,00;500;5A;INTERNET;C;A;;T;ATELIERS EN CEO;200;VEN;1745
BA;ELE3005I;01;0,00;500;5A;INTERNET;C;A;;T;EPREUVES INITIALES DE COMM. 4H;200;VEN;1745
BA;ELE3201;01;3,00;120;25;M-1510;C;B;;TLS;ASSERVISSEMENTS;120;MAR;1245
BA;ELE3201;01;3,00;120;26;M-1510;C;B;;TLS;ASSERVISSEMENTS;120;MAR;1345
BA;ELE3201;01;3,00;120;27;M-1510;C;B;;TLS;ASSERVISSEMENTS;120;MAR;1445
BA;ELE3201;01;3,00;36;41;L-5908;L;B;I;TLS;ASSERVISSEMENTS;30;JEU;0830
BA;ELE3201;01;3,00;36;42;L-5908;L;B;I;TLS;ASSERVISSEMENTS;30;JEU;0930
BA;ELE3201;01;3,00;36;43;L-5908;L;B;I;TLS;ASSERVISSEMENTS;30;JEU;1030
BA;ELE3201;02;3,00;36;41;L-5908;L;B;P;TLS;ASSERVISSEMENTS;30;JEU;0830
BA;ELE3201;02;3,00;36;42;L-5908;L;B;P;TLS;ASSERVISSEMENTS;30;JEU;0930
BA;ELE3201;02;3,00;36;43;L-5908;L;B;P;TLS;ASSERVISSEMENTS;30;JEU;1030
BA;ELE3201;03;3,00;36;11;L-5908;L;B;I;TLS;ASSERVISSEMENTS;30;LUN;0830
BA;ELE3201;03;3,00;36;12;L-5908;L;B;I;TLS;ASSERVISSEMENTS;30;LUN;0930
BA;ELE3201;03;3,00;36;13;L-5908;L;B;I;TLS;ASSERVISSEMENTS;30;LUN;1030
BA;ELE3201;04;3,00;36;11;L-5908;L;B;P;TLS;ASSERVISSEMENTS;30;LUN;0830
BA;ELE3201;04;3,00;36;12;L-5908;L;B;P;TLS;ASSERVISSEMENTS;30;LUN;0930
BA;ELE3201;04;3,00;36;13;L-5908;L;B;P;TLS;ASSERVISSEMENTS;30;LUN;1030
BA;ELE3312;01;3,00;125;37;B-316.1;C;H;;TLS;MICROCONTROLEURS ET APPLIC.;120;MER;1445
BA;ELE3312;01;3,00;125;38;B-316.1;C;H;;TLS;MICROCONTROLEURS ET APPLIC.;120;MER;1545
BA;ELE3312;01;3,00;125;39;B-316.1;C;H;;TLS;MICROCONTROLEURS ET APPLIC.;120;MER;1645
BA;ELE3312;01;3,00;36;55;L-5908;L;H;;TLS;MICROCONTROLEURS ET APPLIC.;30;VEN;1245
BA;ELE3312;01;3,00;36;56;L-5908;L;H;;TLS;MICROCONTROLEURS ET APPLIC.;30;VEN;1345
BA;ELE3312;01;3,00;36;57;L-5908;L;H;;TLS;MICROCONTROLEURS ET APPLIC.;30;VEN;1445
BA;ELE3312;02;3,00;36;51;L-5908;L;H;;TLS;MICROCONTROLEURS ET APPLIC.;30;VEN;0830
BA;ELE3312;02;3,00;36;52;L-5908;L;H;;TLS;MICROCONTROLEURS ET APPLIC.;30;VEN;0930
BA;ELE3312;02;3,00;36;53;L-5908;L;H;;TLS;MICROCONTROLEURS ET APPLIC.;30;VEN;1030
BA;ELE3312;03;3,00;36;31;L-5908;L;H;;TLS;MICROCONTROLEURS ET APPLIC.;30;MER;0830
BA;ELE3312;03;3,00;36;32;L-5908;L;H;;TLS;MICROCONTROLEURS ET APPLIC.;30;MER;0930
BA;ELE3312;03;3,00;36;33;L-5908;L;H;;TLS;MICROCONTROLEURS ET APPLIC.;30;MER;1030
BA;ELE3312;04;3,00;36;46;L-5908;L;H;;TLS;MICROCONTROLEURS ET APPLIC.;30;JEU;1345
BA;ELE3312;04;3,00;36;47;L-5908;L;H;;TLS;MICROCONTROLEURS ET APPLIC.;30;JEU;1445
BA;ELE3312;04;3,00;36;48;L-5908;L;H;;TLS;MICROCONTROLEURS ET APPLIC.;30;JEU;1545
BA;ELE3400;01;3,00;125;21;B-316.1;C;B;;TLS;ELECTROTECHNIQUE;120;MAR;0830
BA;ELE3400;01;3,00;125;22;B-316.1;C;B;;TLS;ELECTROTECHNIQUE;120;MAR;0930
BA;ELE3400;01;3,00;125;23;B-316.1;C;B;;TLS;ELECTROTECHNIQUE;120;MAR;1030
BA;ELE3400;01;3,00;45;11;A-236;L;B;I;TLS;ELECTROTECHNIQUE;30;LUN;0830
BA;ELE3400;01;3,00;45;12;A-236;L;B;I;TLS;ELECTROTECHNIQUE;30;LUN;0930
BA;ELE3400;01;3,00;45;13;A-236;L;B;I;TLS;ELECTROTECHNIQUE;30;LUN;1030
BA;ELE3400;02;3,00;45;11;A-236;L;B;P;TLS;ELECTROTECHNIQUE;30;LUN;0830
BA;ELE3400;02;3,00;45;12;A-236;L;B;P;TLS;ELECTROTECHNIQUE;30;LUN;0930
BA;ELE3400;02;3,00;45;13;A-236;L;B;P;TLS;ELECTROTECHNIQUE;30;LUN;1030
BA;ELE3400;03;3,00;45;41;A-236;L;B;I;TLS;ELECTROTECHNIQUE;30;JEU;0830
BA;ELE3400;03;3,00;45;42;A-236;L;B;I;TLS;ELECTROTECHNIQUE;30;JEU;0930
BA;ELE3400;03;3,00;45;43;A-236;L;B;I;TLS;ELECTROTECHNIQUE;30;JEU;1030
BA;ELE3400;04;3,00;45;41;A-236;L;B;P;TLS;ELECTROTECHNIQUE;30;JEU;0830
BA;ELE3400;04;3,00;45;42;A-236;L;B;P;TLS;ELECTROTECHNIQUE;30;JEU;0930
BA;ELE3400;04;3,00;45;43;A-236;L;B;P;TLS;ELECTROTECHNIQUE;30;JEU;1030
BA;ELE3601;01;3,00;64;15;B-411;C;H;;TLS;INTRODUCTION CIRCUITS ELECTR.;60;LUN;1245
BA;ELE3601;01;3,00;64;16;B-411;C;H;;TLS;INTRODUCTION CIRCUITS ELECTR.;60;LUN;1345
BA;ELE3601;01;3,00;64;17;B-411;C;H;;TLS;INTRODUCTION CIRCUITS ELECTR.;60;LUN;1445
BA;ELE3601;01;3,00;33;41;A-552;L;H;;TLS;INTRODUCTION CIRCUITS ELECTR.;30;JEU;0830
BA;ELE3601;01;3,00;33;42;A-552;L;H;;TLS;INTRODUCTION CIRCUITS ELECTR.;30;JEU;0930
BA;ELE3601;01;3,00;33;43;A-552;L;H;;TLS;INTRODUCTION CIRCUITS ELECTR.;30;JEU;1030
BA;ELE3601;02;3,00;50;21;C-632;L;H;;TLS;INTRODUCTION CIRCUITS ELECTR.;30;MAR;0830
BA;ELE3601;02;3,00;50;22;C-632;L;H;;TLS;INTRODUCTION CIRCUITS ELECTR.;30;MAR;0930
BA;ELE3601;02;3,00;50;23;C-632;L;H;;TLS;INTRODUCTION CIRCUITS ELECTR.;30;MAR;1030
BA;ELE4202;01;3,00;53;21;B-401;C;H;;TLS;COMMANDE PROCESSUS INDUSTRIELS;36;MAR;0830
BA;ELE4202;01;3,00;53;22;B-401;C;H;;TLS;COMMANDE PROCESSUS INDUSTRIELS;36;MAR;0930
BA;ELE4202;01;3,00;53;23;B-401;C;H;;TLS;COMMANDE PROCESSUS INDUSTRIELS;36;MAR;1030
BA;ELE4202;01;3,00;25;25;A-429.4;L;H;;TLS;COMMANDE PROCESSUS INDUSTRIELS;18;MAR;1245
BA;ELE4202;01;3,00;25;26;A-429.4;L;H;;TLS;COMMANDE PROCESSUS INDUSTRIELS;18;MAR;1345
BA;ELE4202;01;3,00;25;27;A-429.4;L;H;;TLS;COMMANDE PROCESSUS INDUSTRIELS;18;MAR;1445
